2022-01-29 16:01:37,688 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@80d5b30: startup date [Sat Jan 29 16:01:37 CET 2022]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2022-02-10 18:24:25,148 | INFO  | PListStore:[C:\Users\alexa\Downloads\apache-activemq-5.16.3-bin\apache-activemq-5.16.3\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2022-02-10 18:24:25,285 | INFO  | Apache ActiveMQ 5.16.3 (localhost, ID:DESKTOP-331SU5Q-51082-1644513865158-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-02-10 18:24:25,336 | INFO  | Listening for connections at: tcp://DESKTOP-331SU5Q:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-02-10 18:24:25,337 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-02-10 18:24:25,341 | INFO  | Listening for connections at: amqp://DESKTOP-331SU5Q:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-02-10 18:24:25,342 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-02-10 18:24:25,347 | INFO  | Listening for connections at: stomp://DESKTOP-331SU5Q:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-02-10 18:24:25,348 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-02-10 18:24:25,353 | INFO  | Listening for connections at: mqtt://DESKTOP-331SU5Q:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-02-10 18:24:25,354 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-02-10 18:24:25,360 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2022-02-10 18:24:25,450 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2022-02-10 18:24:25,610 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@791ace2a{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2022-02-10 18:24:25,699 | INFO  | Listening for connections at ws://DESKTOP-331SU5Q:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2022-02-10 18:24:25,700 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-02-10 18:24:25,701 | INFO  | Apache ActiveMQ 5.16.3 (localhost, ID:DESKTOP-331SU5Q-51082-1644513865158-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-02-10 18:24:25,702 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-02-10 18:24:26,689 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2022-02-10 18:24:26,690 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2022-02-19 09:42:24,174 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@73550fb0: startup date [Sat Feb 19 09:42:24 CET 2022]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2022-02-19 09:42:24,960 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\alexa\Downloads\apache-activemq-5.16.3-bin\apache-activemq-5.16.3\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-02-19 09:42:25,000 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovering pageFile free list due to prior unclean shutdown.. | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2022-02-19 09:42:25,005 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovered pageFile free list of size: 0 | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2022-02-19 09:42:25,007 | INFO  | KahaDB is version 7 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2022-02-19 09:42:25,034 | INFO  | PListStore:[C:\Users\alexa\Downloads\apache-activemq-5.16.3-bin\apache-activemq-5.16.3\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2022-02-19 09:42:25,168 | INFO  | Apache ActiveMQ 5.16.3 (localhost, ID:DESKTOP-331SU5Q-54531-1645260145043-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-02-19 09:42:25,209 | INFO  | Listening for connections at: tcp://DESKTOP-331SU5Q:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-02-19 09:42:25,210 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-02-19 09:42:25,214 | INFO  | Listening for connections at: amqp://DESKTOP-331SU5Q:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-02-19 09:42:25,215 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-02-19 09:42:25,219 | INFO  | Listening for connections at: stomp://DESKTOP-331SU5Q:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-02-19 09:42:25,221 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-02-19 09:42:25,224 | INFO  | Listening for connections at: mqtt://DESKTOP-331SU5Q:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-02-19 09:42:25,225 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-02-19 09:42:25,231 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2022-02-19 09:42:25,304 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2022-02-19 09:42:25,444 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@198d51a8{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2022-02-19 09:42:25,504 | INFO  | Listening for connections at ws://DESKTOP-331SU5Q:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2022-02-19 09:42:25,504 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-02-19 09:42:25,505 | INFO  | Apache ActiveMQ 5.16.3 (localhost, ID:DESKTOP-331SU5Q-54531-1645260145043-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-02-19 09:42:25,506 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-02-19 09:42:26,229 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2022-02-19 09:42:26,230 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2022-02-22 20:14:14,343 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@75331054: startup date [Tue Feb 22 20:14:14 CET 2022]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | WrapperSimpleAppMain
2022-02-22 20:14:15,097 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[C:\Users\alexa\Downloads\apache-activemq-5.16.3-bin\apache-activemq-5.16.3\bin\win64\..\..\data\kahadb] | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-02-22 20:14:15,138 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovering pageFile free list due to prior unclean shutdown.. | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2022-02-22 20:14:15,143 | INFO  | Page File: ..\..\data\kahadb\db.data. Recovered pageFile free list of size: 0 | org.apache.activemq.store.kahadb.disk.page.PageFile | KahaDB Index Free Page Recovery
2022-02-22 20:14:15,145 | INFO  | KahaDB is version 7 | org.apache.activemq.store.kahadb.MessageDatabase | WrapperSimpleAppMain
2022-02-22 20:14:15,177 | INFO  | PListStore:[C:\Users\alexa\Downloads\apache-activemq-5.16.3-bin\apache-activemq-5.16.3\bin\win64\..\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | WrapperSimpleAppMain
2022-02-22 20:14:15,320 | INFO  | Apache ActiveMQ 5.16.3 (localhost, ID:DESKTOP-331SU5Q-58217-1645557255186-0:1) is starting | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-02-22 20:14:15,377 | INFO  | Listening for connections at: tcp://DESKTOP-331SU5Q:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-02-22 20:14:15,378 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-02-22 20:14:15,381 | INFO  | Listening for connections at: amqp://DESKTOP-331SU5Q:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-02-22 20:14:15,382 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-02-22 20:14:15,392 | INFO  | Listening for connections at: stomp://DESKTOP-331SU5Q:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-02-22 20:14:15,393 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-02-22 20:14:15,396 | INFO  | Listening for connections at: mqtt://DESKTOP-331SU5Q:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | WrapperSimpleAppMain
2022-02-22 20:14:15,397 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-02-22 20:14:15,402 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2022-02-22 20:14:15,470 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | WrapperSimpleAppMain
2022-02-22 20:14:15,597 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7bd6f05a{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | WrapperSimpleAppMain
2022-02-22 20:14:15,660 | INFO  | Listening for connections at ws://DESKTOP-331SU5Q:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | WrapperSimpleAppMain
2022-02-22 20:14:15,660 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | WrapperSimpleAppMain
2022-02-22 20:14:15,661 | INFO  | Apache ActiveMQ 5.16.3 (localhost, ID:DESKTOP-331SU5Q-58217-1645557255186-0:1) started | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-02-22 20:14:15,662 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | WrapperSimpleAppMain
2022-02-22 20:14:16,379 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
2022-02-22 20:14:16,379 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | WrapperSimpleAppMain
